name,region_clean,address_city,facilityTypeId,is_ngo,enriched_capability,procedure_text,specialties_text,equipment_text,description,confidence
Al-haq Herbal Center,Northern,Walewale,clinic,FALSE,"Identifies itself as a modern herbal clinic in Northern Ghana | Located on the Nalerigu Road, few meters away from the Gas filling station, Walewale, Ghana | Provides herbal treatment services",Provides herbal treatment services,,,Al-haq Herbal Center is a modern herbal clinic in Northern Ghana.,Medium
Inkoom Hospital,Greater Accra,Accra,hospital,FALSE,Ambulance: 026 666 1789. | Phone numbers: 054 066 7474 and 030 281 1070. | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"Inkoom Hospital was established in August 2009 by Dr. Ebenezer Inkoom with the aim of providing the best and most reliable healthcare services to the people of Spintex Road, its environs and beyond. We've expanded and grown our services over the years to satisfy our clients' needs.",High
Daksa Dental Clinic,Ashanti,Kumasi,clinic,FALSE,Current status: Closed now | Deals with all kinds of dental issues | Provides dentistry services,Deals with all kinds of dental issues | Provides dentistry services,,,The best dental clinic among the rest.we deal with all kinds of dental issue,Medium
"Bromley Park Dental Clinic - 49 Blohum Road, Dzorwulu Inside Studio 7 Beauty Lounge Compound",Greater Accra,Dzorwulu,dentist,FALSE,"Dental braces treatment | Dental checkup service to assess oral health | Dental fillings treatment | Dental implants placement | Hours: Mon-Fri 08:00-18:00; Saturday 09:00-15:00; Sunday closed | Location: 49 Blohum Road, Dzorwulu, Inside Studio 7 Beauty Lounge Compound, Accra, Ghana | Offers dental checkups, whitening, braces, implants, and fillings | Professional teeth whitening service | dental care | dental surgery | tooth extraction",Dental checkup service to assess oral health | Professional teeth whitening service | Dental braces treatment | Dental implants placement | Dental fillings treatment,dentistry,,nan,Medium
Enchi Government Hospital,Western North,Enchi,hospital,FALSE,Operates as a primary care municipal hospital | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"Primary Care Municipal Hospital located in Enchi, the capital of Aowin Municipality, Western North Region",High
City Centre Clinic,Ashanti,KUMASI METROPOLITAN,clinic,FALSE,Dr. Patrick Eric Karikari is the practitioner in charge | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,LICENCE: PROVISIONAL,Medium
"Empat-Caiquo Medical Centre - Adjacent SOS Children's Village, Hermann-Gmeiner Road, Tema, Ghana",Greater Accra,Tema,hospital,FALSE,"Located adjacent to SOS Children's Village on Hermann-Gmeiner Road, Tema, Ghana | Website: empatcaiquo.com | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,The hospital you trust to care for those you love,Medium
Divine Trinity Health Center,Ashanti,Sefwi Bekwai,clinic,FALSE,Has a special machine to detect any problems | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,Has a special machine to detect any problems,nan,Medium
Dominase Adventist Hospital,Ashanti,Bekwai,hospital,FALSE,Board of Management: Augustine Adu-Gyamfi (Chair); Charles Kwame Adofo (Secretary) | Established 1989 | Has 60 patient beds | Organizational Unit: Ashanti South Ghana Conference | System Codes: EntityID 13524; OrgMastID A7OBDO | Telephone: 233 (50) 138-6990 | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"Organizational Unit: Ashanti South Ghana Conference. Telecommunications: Telephone: +233501386990. E-mail: [email protected]. Address: P.O. Box 272; Bekwai-Ashanti; Ghana. Number of Patient Beds: 60. Board of Management: Augustine Adu-Gyamfi, Chair; Charles Kwame Adofo, Secretary. Administration: President, Augustine Adu-Gyamfi; Vice President, Thomas Asamoah; Senior Medical Staff, Charles Kwame Adofo; Chief of Staff, Victor Owusu. System Codes: EntityID: 13524; OrgMastID: A7OBDO.",High
Diabetes Youth Care,Greater Accra,Osu,clinic,FALSE,,,,,nan,Medium
Destiny Hospital,Ashanti,Kumasi,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,Private Healthcare facility at Kumasi Amanfrom,Medium
Dr. Awuah Sankofa Natural Health Clinic,Greater Accra,Accra,clinic,FALSE,"Herbal clinic with modern diagnostic centre | Location: Palm Street, Nii Boi Town, behind Dome-Pokuase station, Accra, Ghana | Online booking available | Treats and manages all kinds of diseases | general medicine | inpatient care | internal medicine | laboratory services | outpatient care",Provides general internal medicine consultations,internalMedicine,,A herbal clinic with modern diagnostic centre treats and manages all kinds of diseases,Medium
Dr. Power Herbal Clinic TV,Greater Accra,Accra,clinic,FALSE,"Based in Accra, Ghana | Provides spiritual and physical healing for illnesses | Treats stroke, hepatitis B, fibroid, asthma, and diabetes | antenatal care | brain care | delivery | general medicine | inpatient care | internal medicine | labour ward | maternity | maternity care | neurological treatment | neurology | obstetrics | outpatient care",Provides general internal medicine consultations | Provides obstetric and gynecological services | Provides neurological diagnosis and treatment,internalMedicine | infectiousDiseases | gynecologyAndObstetrics | pulmonology | endocrinologyAndDiabetesAndMetabolism | neurology,,"We heal & uproot every sicknesses Spiritually & physically Stroke, Hepatitis B Fibroid, Asthma, Diab",Medium
Dreams Fertility Clinic,Greater Accra,Tema,clinic,FALSE,Dreams Fertility Clinic specializes in fertility care. | Led by a fertility doctor with over 20 years of experience. | antenatal care | delivery | labour ward | maternity | maternity care | obstetrics,Provides obstetric and gynecological services,reproductiveEndocrinologyAndInfertility | gynecologyAndObstetrics,,Dreams Fertility Clinic is a clinic run by an experienced fertility doctor with over 20 years of experience.,High
Drifney Dental Services,Greater Accra,Weija,dentist,FALSE,Offers laser teeth whitening services,Offers laser teeth whitening services,,,Affordable Laser teeth whitening... Call to book your sessions,Medium
Ga East Municipal Hospital,Greater Accra,Accra,hospital,FALSE,Describes itself as the home of ultramodern health care delivery | Offers delivery service | Offers online booking | Offers reservations | delivery | dental care | dental surgery | general medicine | inpatient care | internal medicine | maternity care | obstetrics | outpatient care | tooth extraction,Provides dental care and oral health services | Provides general internal medicine consultations,dentistry | internalMedicine,,Home of Ultramodern Health Care Delivery,Medium
Dungu,Northern,Tamale,hospital,FALSE,"Dungu operates as a health professional training facility in Tamale, Ghana | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,Dungu is a Place where Health professionals are trained.,Medium
Ef-Dek Ear Center,Greater Accra,Accra,clinic,FALSE,"ENT services | Ef-Dek Ear Center is a specialty centre of excellence in the delivery of primary care. | Located behind Las Pamas Resturant Off George Walker Bush Highway, Lapaz, Accra, Ghana. | delivery | ear nose throat | maternity care | obstetrics | otolaryngology",Provides ENT diagnosis and treatment,otolaryngology,,EF-DEK Ear Centre is a specialty centre of excellence in the delivery of Primary care of the regions,Medium
Dar-Bem Clinic,Greater Accra,Ashaiman,clinic,FALSE,"Applicants should send their CVs directly to the clinic premises | Category for the job posting is Public Health | ENT services | Phone number for the clinic is 0302-306841 | Visiting Specialists include Ophthalmologist, Gynaecologists, and ENT Specialist | antenatal care | delivery | ear nose throat | eye care | eye surgery | general medicine | inpatient care | internal medicine | labour ward | maternity | maternity care | obstetrics | optical services | otolaryngology | outpatient care",Provides general internal medicine consultations | Provides eye examination and treatment | Provides obstetric and gynecological services,internalMedicine | ophthalmology | gynecologyAndObstetrics | otolaryngology | publicHealth,,"Dar-Bem Clinic at Ashaiman near Tema has vacancies including Administrator, Medical Officer (Full Time), Medical/Physician Assistant (Full Time), Sonographer (Full Time). Visiting Specialists include Ophthalmologist, Gynaecologist, ENT Specialist. Applicants should send CVs to the premises opposite Ghana Commercial Bank Ashaiman Branch or call the clinic on 0302-306841.",High
Freshwater Wellness & Therapeutic Clinic Ghana,Greater Accra,Accra,clinic,FALSE,"Offers health, wellness and therapy services | Online appointment booking is available | Website freshwaterwellnessclinic.com | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,"Provides health, wellness and therapy services.",Medium
Forever Medicals GH,Greater Accra,Accra,clinic,FALSE,Forever Medicals GH operates as a medical center. | Phone: 0302983625. | Provides medical equipment and PPE supplies. | Website: forevermedicals.com. | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,We supply Medical Equipment & PPEs.,Medium
Acres Medical Centre,Greater Accra,Accra,hospital,FALSE,Identified as a primary hospital | Offers pediatric consultations | child health | children care | general medicine | inpatient care | internal medicine | neonatal care | outpatient care | pediatric care,Provides general internal medicine consultations | Provides pediatric and child health care,internalMedicine | pediatrics,,Acres Medical Centre is in Lakeside Estate.,Medium
CAMFAP Maternity Clinic,Ashanti,nan,clinic,FALSE,GhanaYello shows 0 reviews for CAMFAP Maternity Clinic. | Performs obstetric care | Provides maternity services | The GhanaYello listing states CAMFAP Maternity Clinic was registered on 12 April 2018. | The listing for CAMFAP Maternity Clinic is currently locked from public updates. | antenatal care | delivery | labour ward | maternity | maternity care | obstetrics,Provides maternity services | Performs obstetric care,gynecologyAndObstetrics | obstetricsAndMaternityCare,,"CAMFAP Maternity Clinic is a private clinic in Ashanti, New Kokobiriko (Abijan-Nkwant Ghana.",Medium
Kings and Queens Medical University Teaching Hospital,Eastern,Akosombo,hospital,FALSE,24 hour emergency | Affiliated with Kings and Queens Medical University College | ENT services | ICU | accident and emergency | antenatal care | blood tests | bone surgery | brain care | brain surgery | cardiac care | cardiology services | child health | children care | delivery | dental care | dental surgery | dermatology services | diagnostic imaging | diagnostic testing | dialysis | ear nose throat | emergency care | emergency medicine | emergency surgical care | eye care | eye surgery | fracture treatment | general medicine | general surgery | heart treatment | imaging services | inpatient care | intensive care | intensive care unit | internal medicine | kidney care | laboratory services | labour ward | maternity | maternity care | mental health | neonatal care | neurological treatment | neurology | neurosurgery | obstetrics | operating theatre | optical services | orthopedic surgery | otolaryngology | outpatient care | pathology lab | pediatric care | psychiatric care | radiology | renal services | skin care | spine surgery | surgery | surgical procedures | tooth extraction | trauma care | ultrasound | urological procedures | urology services | x-ray,Provides general internal medicine consultations | Performs general surgical procedures | Provides cardiac diagnosis and treatment | Provides neurological diagnosis and treatment | Performs orthopedic and bone surgery | Provides pediatric and child health care | Provides dental care and oral health services | Provides eye examination and treatment | Provides obstetric and gynecological services | Performs diagnostic imaging and X-rays | Provides skin care and dermatology treatment | Performs laboratory and diagnostic testing | Provides mental health and psychiatric care | Provides urological diagnosis and treatment | Provides emergency and trauma care | Provides kidney care and dialysis,internalMedicine | generalSurgery | anesthesia | cardiology | cardiacSurgery | neurology | neurosurgery | orthopedicSurgery | plasticSurgery | pediatrics | hepatobiliarySurgery | dentistry | ophthalmology | otolaryngology | infectiousDiseases | gynecologyAndObstetrics | radiology | criticalCareMedicine | geriatricsInternalMedicine | gastroenterology | dermatology | pathology | psychiatry | urology | emergencyMedicine | publicHealth | hematology | nephrology,,"Kings and Queens Medical University Teaching Hospital is licensed by the Ministry of Health, Ghana and the Health Facilities Regulatory Agency (HeFRA). It has academic affiliations and partners with Kings & Queens Medical University College for medical education and clinical training.",High
"Doctors in Service Clinic - Abura, Cape Coast, Ghana",Central,Cape Coast,clinic,FALSE,Provides excellent healthcare at a lesser cost. | Website doctorsinservice.com. | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,We provide Excellent Healthcare at a Lesser Cost.,Medium
"House of Hope Hospital, Abofour",Ashanti,Offinso,hospital,FALSE,"24 hour emergency | House of Hope Hospital, Abofour is an ultramodern hospital. | Provides quality, affordable and accessible medical, surgical and specialized healthcare services. | accident and emergency | emergency care | emergency surgical care | general medicine | general surgery | inpatient care | internal medicine | operating theatre | outpatient care | surgery | surgical procedures",Provides general internal medicine consultations | Performs general surgical procedures,internalMedicine | generalSurgery,,"An Ultramodern Hospital that provides quality, affordable and accessible medical, surgical and specialized healthcare services through skillful and passionate professionals and staff.",High
Eric Heymann Memorial Hospital,Greater Accra,Accra,hospital,FALSE,Identifies itself as a community-based facility providing accessible healthcare | Operates 24/7 | Website: ericheymannmemorialclinic.webs.com | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,A COMMUNITY BASED FACILITY THAT PROVIDES INVALUABLE QUALITY AND ACCESSIBLE HEALTHCARE,Medium
Essandoh Memorial Clinic,Greater Accra,Western,clinic,FALSE,"Private clinic in Western, Airport Ridge, Ghana | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,"Essandoh Memorial Clinic is a private clinic in Western, Airport Ridge Ghana.",Medium
"Evangelical Church of Ghana Hospital, Kpandai",Northern,Kpandai,hospital,FALSE,"Member of Christian Health Association of Ghana (CHAG) | Sod-cutting ceremony for a new mortuary project conducted at ECG Hospital, Kpandai (November 2021) | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,"Evangelical Church of Ghana Hospital - Kpandai, popularly called ECG Hospital, located in Kpandai in the Kpandai District, Northern Region, Ghana. Member of the Christian Health Association of Ghana (CHAG).",High
Church of Christ Health Centre,Northern,Yendi,hospital,FALSE,"146 people checked in here | Operates as a hospital | Page created on April 21, 2019 | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,"Hospital in Yendi, Ghana",Medium
Christian Health Association of Ghana,Ashanti,Kumasi,clinic,FALSE,Healthcare arm of the Global Evangelical Church | Member of the Christian Health Association of Ghana | Provides general medical care | Provides maternity services | Provides surgical services | Serves the Apromase community in Ghana | antenatal care | delivery | emergency surgical care | general medicine | general surgery | inpatient care | internal medicine | labour ward | maternity | maternity care | obstetrics | operating theatre | outpatient care | surgery | surgical procedures,Provides surgical services | Provides maternity services | Provides general medical care,internalMedicine | gynecologyAndObstetrics | generalSurgery,,nan,Medium
Christ Soteria Health Centre,Ashanti,KRONUM,clinic,FALSE,Has provisional health centre licence. | Licence issued on 2019-09-24; expiry on 2020-03-23. | Practitioner in-charge is Rev. Boasiako Antwi. | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,Health Centre with provisional licence; issue date 2019-09-24; expiry 2020-03-23; Practitioner in charge: REV. BOASIAKO ANTWI.,High
"Evergreen Opticals - Burma Camp, Recce Junction",Greater Accra,nan,clinic,FALSE,Accepts prescription uploads via the Upload Your Prescription option | Has over 25 years of experience in eyewear retail and optical services | Offers visual acuity testing for eye examination | Provides online ordering and home delivery for eyewear | Visual acuity test priced at 45 Ghanaian cedis | delivery | eye care | eye surgery | maternity care | obstetrics | optical services,Offers visual acuity testing for eye examination | Visual acuity test priced at 45 Ghanaian cedis,ophthalmology,,"Evergreen Opticals, with over 25 years of experience, offers a wide range of quality lenses and stylish frames at competitive prices. We prioritize customer satisfaction by providing a seamless shopping experience both online and via WhatsApp. Simply order through our website for home delivery, or send us your prescription and frame choice via WhatsApp, and we'll take care of the rest.",High
"Excel Dental Clinic - Abofu Traffic Lights, Achimota, Accra, Ghana",Greater Accra,Accra,clinic,FALSE,Officially registered as a limited liability company in the Ghana Health Industry | dental care | dental surgery | tooth extraction,Provides dental care and oral health services,dentistry,,Excel Dental Clinic is officially registered and given the mandate to fully operate as a limited liability Company in the Ghana Health Industry,High
Executiveheartcentre_Social,Greater Accra,Accra,clinic,FALSE,"ICU | Is a cardiology clinic in Accra, Ghana | Is an ultra-modern cardiology clinic | Specializes in diagnosing all types of cardiovascular diseases | Uses cutting-edge technology | Website executiveheartcentre.com | cardiac care | cardiology services | heart treatment | intensive care | intensive care unit",Provides cardiac diagnosis and treatment,cardiology,,An ultra-modern cardiology clinic with cutting-edge technology aimed at diagnosing all types of CVDs,Medium
Finney Hospital and Fertility Centre,Greater Accra,Accra,hospital,FALSE,antenatal care | delivery | general medicine | inpatient care | internal medicine | labour ward | maternity | maternity care | obstetrics | outpatient care,Provides obstetric and gynecological services | Provides general internal medicine consultations,gynecologyAndObstetrics | reproductiveEndocrinologyAndInfertility | internalMedicine,,Caring || Healing || Leading,Medium
Fire Medical Centre - Ghana,Greater Accra,James Town,clinic,FALSE,"Listed in categories including Hospitals, Medical Clinics, Doctors and Clinics, Health Care. | Listed in the GhanaYello directory on 12 Apr, 2018. | Location is James Town, Greater Accra, Ghana. | Office address is 8th Floor, Block A, The Octagon, Accra, Ghana. | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,"Fire Medical Centre is a government clinic in Greater Accra, James Town Ghana.",Medium
FOCOS Orthopaedic Hospital Ghana,Greater Accra,Accra,hospital,FALSE,24 hour emergency | Engages in research and teaching | Founder of FOCOS: Nana Prof. Oheneba Boachie-Adjei Woahene II | Offers diagnostic services | Performs spine and spine deformity surgery | accident and emergency | bone surgery | emergency care | fracture treatment | general medicine | inpatient care | internal medicine | orthopedic surgery | outpatient care,Performs spine and spine deformity surgery,orthopedicSurgery | spineNeurosurgery | internalMedicine,,nan,Medium
"St Peter's Hospital, Jacobu",Central,Jacobu,hospital,FALSE,Has Monday clinic days for Asthma and Sickle Cell Disease | Website: sphj.org | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine | pulmonology | hematology,,"A CHAG hospital located in the District capital of the Amansie Central District- Jacobu, Ghana",Medium
Gloria Memorial Hospital,Eastern,Akwatialine,hospital,FALSE,Registered with GhanaYello on 12 Apr 2018. | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"Gloria Memorial Hospital is a private hospital in Ashanti, Akwatialine Ghana.",Medium
Sda Clinic,Central,Dominase,hospital,FALSE,Page identified as unofficial page | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"Sda Clinic located in Dominase, Ghana",Medium
"Mother-Love Dental Clinic - Fafraha-Dodowa Road., Accra, Ghana",Greater Accra,Accra,clinic,FALSE,Dental clinic offering a full array of up-to-date dental services | dental care | dental surgery | tooth extraction,Provides dental care and oral health services,dentistry,,"We are a dental clinic located at Fafraha on the Dodowa road. We offer a full array of up-to-date dental services. Our goal is to provide quality and affordable dental care, while serving your entire family with wide range of innovative services.",High
Marie Stopes Ghana (Ashiaman Clinic),Greater Accra,Ashaiman,clinic,FALSE,Pregnancy care center | Tamale clinic using the Marie Stopes Tamale name is not affiliated with Marie Stopes Ghana | Telemedicine available; call 0800208585 for assistance | antenatal care | delivery | general medicine | inpatient care | internal medicine | labour ward | maternity | maternity care | obstetrics | outpatient care,Provides general internal medicine consultations | Provides obstetric and gynecological services,internalMedicine | gynecologyAndObstetrics,,Pregnancy Care Center,Medium
Marie Stopes Ghana (Santasi Clinic),Ashanti,Santasi,clinic,FALSE,Marie Stopes Ghana Santasi Clinic operates as a pregnancy care center | Telemedicine is available; call 0800208585 for assistance | antenatal care | delivery | labour ward | maternity | maternity care | obstetrics,Provides obstetric and gynecological services,gynecologyAndObstetrics | familyPlanningAndComplexContraception,,Pregnancy Care Center,Medium
Mempeasem Health Centre,Unknown,Mempeasem,clinic,FALSE,NHIS accredited (National Health Insurance Scheme) | Offers general health services | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"Mempeasem Health Center is a government health centre in Mempeasem, C/o/ Dha, Bia Ghana. It offers a general services. This health centre is NHIS accredited.",High
Mercy Women’s Catholic Hospital,Central,Mankessim,hospital,FALSE,"Affiliation: Catholic Health Service Trust Ghana (CHST) Hospitals | GPS address code CF-0632-0790 | Location: Mankessim, Central Region, Gomoa West District, Diocese: Cape Coast | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,"Mercy Womens Catholic Hospital is listed as a CHST Hospital located in Mankessim, Central Region, Ghana.",High
Marie Stopes International,Ashanti,Kumasi,clinic,FALSE,antenatal care | delivery | labour ward | maternity | maternity care | obstetrics,"Marie Stopes International Santasi operates a maternity home in Santasi, Kumasi Metropolitan, Ashanti Region. | Marie Stopes International Techiman operates a maternity home in Techiman, Techiman Municipal, Brong Ahafo Region. | Marie Stopes International Ashaiman operates a maternity home in Ashaiman, Ashaiman Municipal, Greater Accra Region. | Marie Stopes International KokomleMLE operates a maternity home in KokomleMLE, Accra Metropolitan, Greater Accra Region.",gynecologyAndObstetrics | maternalAndChildHealth,,nan,Medium
Mark's Dental Clinic at Valco Towers,Greater Accra,Accra,clinic,FALSE,Has 37 check-ins | Has 9 followers | Has 9 likes | Operates as a dentist and dental office | Page category is Dentist & Dental Office | Page is labeled unofficial | dental care | dental surgery | tooth extraction,Provides dental care and oral health services,dentistry,,Dentist & Dental Office,Medium
MedTech Medical Center,Greater Accra,Accra,clinic,FALSE,"Based in Accra, Ghana. | Specializes in healthcare services for women and children. | Website is medtechgh.com. | antenatal care | child health | children care | delivery | labour ward | maternity | maternity care | neonatal care | obstetrics | pediatric care",Provides pediatric and child health care | Provides obstetric and gynecological services,pediatrics | gynecologyAndObstetrics,,MedTech is dedicated to providing specialised healthcare services for women and children.,Medium
Mount Carmel Hospital and Fertility Center,Greater Accra,Tema,hospital,FALSE,Has website mtcarmelhospital.com | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,reproductiveEndocrinologyAndInfertility | internalMedicine,,"Mount Carmel Hospital and Fertility Center is a Private Health Care organization located at community 25, Ashfoam junction Tema. The center stands at all times for Quality Health Services that you will find most cost efficient. We are set to provide total",High
MSI Reproductive Choices Ghana,Greater Accra,Accra,clinic,FALSE,"Cervical cancer screening as part of sexual and reproductive healthcare | Diagnoses and treats sexually transmitted infections | Headquartered in Accra, Greater Accra | Helps more than 115,000 women each year by providing contraception and safe abortions | Offers maternal and child health care including safe delivery and obstetric services | Operates in every region of Ghana | Performs safe abortion and post-abortion care | Provides family planning and contraception services | Supports HIV/AIDS prevention and health education | antenatal care | child health | children care | delivery | labour ward | maternity | maternity care | neonatal care | obstetrics | pediatric care",Provides family planning and contraception services | Performs safe abortion and post-abortion care | Offers maternal and child health care including safe delivery and obstetric services | Diagnoses and treats sexually transmitted infections | Supports HIV/AIDS prevention and health education | Cervical cancer screening as part of sexual and reproductive healthcare,familyPlanningAndComplexContraception | gynecologyAndObstetrics | infectiousDiseases | pediatrics,,nan,Medium
MedyLife Healthcare,Greater Accra,Accra,clinic,FALSE,"Describes itself as a state-of-the-art diagnostic center | MedyLife Healthcare Limited, Ghana operates as a diagnostic center | Operates a medical diagnostic center in Accra, Ghana | Provides medical imaging and pathology services | blood tests | diagnostic imaging | diagnostic testing | imaging services | laboratory services | pathology lab | radiology | ultrasound | x-ray",Performs diagnostic imaging and X-rays | Performs laboratory and diagnostic testing,radiology | pathology,,"State-of-the-art Medical Diagnostic Center in Accra, Ghana. Medical Imaging & Pathology.",Medium
Lapaz Community Hospital,Greater Accra,Accra,hospital,FALSE,"1,280 people checked in here | 159 people follow this | 159 people like this | Location: Accra, Ghana | Page created on March 9, 2020 | Price range: $$ | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,Hospital,Medium
Mamudu PHC Clinic,Western,Mamudukrom,clinic,FALSE,"Listed in Doctors and Clinics, Hospitals, Medical Clinics, Health Care categories on GhanaYello | Listed on GhanaYello since 12 Apr 2018 | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,"Mamudu PHC Clinic is a private clinic in Western, Mamudukrom Ghana.",Medium
Mepom RCH,Ashanti,Mepom,hospital,FALSE,"0 people follow this page | 59 people checked in here | Category: Hospital | Located on Juaso-Nsawam Road, Mepom, Ghana | Page created on April 24, 2019 | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,maternalFetalMedicineOrPerinatology | internalMedicine,,Hospital,Medium
Madina Polyclinic Kekele,Greater Accra,Accra,clinic,FALSE,Identifies as a world-class primary healthcare facility with dedicated staff. | Offers all outpatient department (OPD) services. | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,We are a world class primary healthcare facility with dedicated staff. We offer all OPD service.,Medium
Metropolis Ghana,Greater Accra,Accra,clinic,FALSE,"Offers medical laboratory testing with a range of over 4,500 diagnostic tests for early diagnosis | Operates a medical laboratory offering over 4,500 tests | Website: metropolisafrica.com","Offers medical laboratory testing with a range of over 4,500 diagnostic tests for early diagnosis",clinicalPathology,,nan,Medium
Margaret Marquart Catholic Hospital,Volta,Kpando,hospital,FALSE,Operates according to the doctrines of the Catholic Church. | Private non-profit health service providing organization owned solely by the Catholic Church. | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"Margret Marquart Catholic Hospital is a private non-profit health service providing organization, solely owned by the Catholic Church,located in Kpando in the Volta Region of Ghana. It operates according to the doctrines of the Catholic Church.",High
MDS-Lancet Laboratories,Greater Accra,Accra,clinic,FALSE,Founded to bring reliable laboratory medicine. | Is a medical laboratory. | Roadside collection service is offered. | Website: cerbalancetafrica.com.gh. | blood tests | diagnostic testing | laboratory services | pathology lab,Performs laboratory and diagnostic testing,pathology,,MDS-Lancet Laboratories was founded with a view to bringing reliable laboratory medicine,Medium
Makango Clinic,Savannah,Kabiase Gonja,hospital,FALSE,"248 people checked in here | 3 people follow this page | 3 people like this page | Located on Salaga-Atetubu Road, Kabiase Gonja, Ghana | Operates as a hospital | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,"Hospital on Salaga-Atetubu Road, Kabiase Gonja, Ghana.",Medium
"109/No 1 Bekwai Rd (Near Mexico Hotel) Takoradi, Ghana",Western,Takoradi,clinic,FALSE,,,infectiousDiseases | maternalFetalMedicineOrPerinatology | publicHealth | socialAndBehavioralSciences | hospiceAndPalliativeInternalMedicine | globalHealthAndInternationalHealth,,"WAAF is committed to battling HIV/AIDS, TB, and other conditions through grassroot initiatives throughout communities. The main objectives for WAAF are to deliver prevention, behavioral, care and support services for the general population but with emphasis on vulnerable populations. Our ultimate goal is a future where HIV and AIDS is no longer an epidemic, and people are no longer stigmatized. The organization’s vision and mission guide for daily and long-term operations, as detailed in the organization’s strategic plan document.",High
Synlab Ghana (Koforidua Depot),Eastern,Koforidua,clinic,FALSE,Provides diagnostic and laboratory services | Remains open for business during Easter holidays,,clinicalPathology,,"Medical Lab facility named Synlab Ghana (Koforidua Depot) located at FDA Building, Hospital Road, Near the Regional Hospital Koforidua, Koforidua, Ghana.",High
Synlab Ghana (Kumasi Bantama Depot),Ashanti,Kumasi,clinic,FALSE,Category: Medical Laboratory | Current status: Closed now | laboratory services,,clinicalPathology,,SYNLAB Ghana as your preferred provider of diagnostic and laboratory services.,Medium
Takoradi Family Health Specialist Hospital,Western,Takoradi,hospital,FALSE,Is a leading private hospital in the western and central region | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,Leading private hospital in the western and central region,Medium
Tamale West Hospital,Northern,Tamale,hospital,FALSE,NHIS accreditation: Yes. | Provides general services. | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"Type: Primary Hospital; Ownership: Government; Location: Tamale; Tel: 0208-096358, 0244-521376; Services: General; NHIS accredited?: yes",High
Tarkwa Municipal Hospital,Western,Tarkwa,hospital,FALSE,24 hour emergency | Accident and Emergency Unit has 10 beds. | Is a government primary hospital. | NHIS accredited. | Provides general medical services. | Total bed capacity is 152. | accident and emergency | emergency care | emergency medicine | general medicine | inpatient care | internal medicine | outpatient care | trauma care,Provides general internal medicine consultations | Provides emergency and trauma care,internalMedicine | emergencyMedicine,,"Tarkwa Municipal Hospital is a government primary hospital in Cynide, P.o. Box 10 Ghana. It offers a general services. This primary hospital is NHIS accredited.",High
Tatale District Catholic Hospital,Northern,Tatale,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"Tatale District Catholic Hospital is listed as a Catholic hospital under the CHST Hospitals, in the Northern region of Ghana, located in the Tatale district (Tatale Sanguli) and within the Yendi diocese.",High
